 	Area	X	Y	Slice
27838	149	204.708	324.708	1160
27839	136	506.500	356.713	1160
27840	193	289.733	359.241	1160
27841	135	183.856	365.841	1160
27842	172	412.000	366.000	1160
27843	144	113.667	368.833	1160
27844	169	587.269	414.216	1160
27845	177	212.602	65.941	1161
27846	171	296.424	73.547	1161
27847	212	469.358	105.453	1161
27848	176	407.222	105.540	1161
27849	190	51.000	107.579	1161
27850	151	602.765	119.904	1161
27851	162	595.852	153.340	1161
27852	175	67.140	158.277	1161
27853	156	151.385	185.231	1161
27854	178	301.500	201.000	1161
27855	207	411.229	223.732	1161
27856	137	487.106	221.755	1161
27857	158	598.804	253.696	1161
27858	177	368.297	264.229	1161
27859	223	115.442	271.200	1161
27860	147	318.323	270.643	1161
27861	195	529.741	301.100	1161
27862	149	204.708	324.708	1161
27863	136	506.500	356.713	1161
27864	209	290.237	359.222	1161
27865	135	183.856	365.841	1161
27866	172	412.000	366.000	1161
27867	144	113.667	368.833	1161
27868	169	587.269	414.216	1161
27869	177	212.602	65.941	1162
27870	171	296.424	73.547	1162
27871	212	469.358	105.453	1162
27872	176	407.222	105.540	1162
27873	186	51.065	107.263	1162
27874	151	602.765	119.904	1162
27875	162	595.852	153.340	1162
27876	175	67.140	158.277	1162
27877	156	151.385	185.231	1162
27878	178	301.500	201.000	1162
27879	207	411.229	223.732	1162
27880	137	487.106	221.755	1162
27881	158	598.804	253.696	1162
27882	177	368.297	264.229	1162
27883	223	115.442	271.200	1162
27884	147	318.323	270.643	1162
27885	195	529.741	301.100	1162
27886	149	204.708	324.708	1162
27887	136	506.500	356.713	1162
27888	209	290.237	359.222	1162
27889	135	183.856	365.841	1162
27890	172	412.000	366.000	1162
27891	144	113.667	368.833	1162
27892	169	587.269	414.216	1162
27893	162	212.611	65.444	1163
27894	159	296.381	73.921	1163
27895	176	407.222	105.540	1163
27896	129	52.244	105.888	1163
27897	172	468.622	106.866	1163
27898	113	601.305	120.305	1163
27899	153	595.500	153.500	1163
27900	164	66.909	157.909	1163
27901	142	150.880	185.254	1163
27902	178	301.500	201.000	1163
27903	164	412.793	222.878	1163
27904	137	487.106	221.755	1163
27905	147	598.588	253.541	1163
27906	163	367.794	264.500	1163
27907	132	318.250	270.364	1163
27908	154	113.500	272.721	1163
27909	159	529.896	299.953	1163
27910	149	204.708	324.708	1163
27911	133	506.545	356.583	1163
27912	152	291.414	359.033	1163
27913	121	184.360	365.822	1163
27914	156	412.615	366.231	1163
27915	130	113.631	369.331	1163
27916	169	587.269	414.216	1163
27917	177	212.602	65.941	1164
27918	171	296.424	73.547	1164
27919	212	469.358	105.453	1164
27920	176	407.222	105.540	1164
27921	135	52.789	105.019	1164
27922	151	602.765	119.904	1164
27923	162	595.852	153.340	1164
27924	175	67.140	158.277	1164
27925	156	151.385	185.231	1164
27926	178	301.500	201.000	1164
27927	207	411.229	223.732	1164
27928	137	487.106	221.755	1164
27929	158	598.804	253.696	1164
27930	177	368.297	264.229	1164
27931	223	115.442	271.200	1164
27932	147	318.323	270.643	1164
27933	195	529.741	301.100	1164
27934	149	204.708	324.708	1164
27935	136	506.500	356.713	1164
27936	209	290.237	359.222	1164
27937	135	183.856	365.841	1164
27938	172	412.000	366.000	1164
27939	144	113.667	368.833	1164
27940	169	587.269	414.216	1164
27941	165	212.718	65.500	1165
27942	164	296.250	73.793	1165
27943	212	469.358	105.453	1165
27944	176	407.222	105.540	1165
27945	147	52.752	105.378	1165
27946	143	602.500	119.801	1165
27947	162	595.852	153.340	1165
27948	175	67.140	158.277	1165
27949	142	150.880	185.254	1165
27950	178	301.500	201.000	1165
27951	164	412.793	222.878	1165
27952	137	487.106	221.755	1165
27953	147	598.588	253.541	1165
27954	163	367.794	264.500	1165
27955	132	318.250	270.364	1165
27956	159	113.500	272.500	1165
27957	167	529.985	300.219	1165
27958	149	204.708	324.708	1165
27959	133	506.545	356.583	1165
27960	182	290.418	359.027	1165
27961	135	183.856	365.841	1165
27962	156	412.615	366.231	1165
27963	138	113.500	369.000	1165
27964	169	587.269	414.216	1165
27965	177	212.602	65.941	1166
27966	171	296.424	73.547	1166
27967	212	469.358	105.453	1166
27968	176	407.222	105.540	1166
27969	156	52.526	105.218	1166
27970	151	602.765	119.904	1166
27971	162	595.852	153.340	1166
27972	175	67.140	158.277	1166
27973	156	151.385	185.231	1166
27974	178	301.500	201.000	1166
27975	207	411.229	223.732	1166
27976	137	487.106	221.755	1166
27977	149	598.500	253.500	1166
27978	177	368.297	264.229	1166
27979	223	115.442	271.200	1166
27980	147	318.323	270.643	1166
27981	195	529.741	301.100	1166
27982	149	204.708	324.708	1166
27983	136	506.500	356.713	1166
27984	209	290.237	359.222	1166
27985	135	183.856	365.841	1166
27986	172	412.000	366.000	1166
27987	144	113.667	368.833	1166
27988	169	587.269	414.216	1166
27989	177	212.602	65.941	1167
27990	171	296.424	73.547	1167
27991	212	469.358	105.453	1167
27992	176	407.222	105.540	1167
27993	220	51.314	106.636	1167
27994	151	602.765	119.904	1167
27995	162	595.852	153.340	1167
27996	175	67.140	158.277	1167
27997	156	151.385	185.231	1167
27998	178	301.500	201.000	1167
27999	207	411.229	223.732	1167
28000	137	487.106	221.755	1167
28001	149	598.500	253.500	1167
28002	177	368.297	264.229	1167
28003	223	115.442	271.200	1167
28004	126	317.984	269.810	1167
28005	195	529.741	301.100	1167
28006	149	204.708	324.708	1167
28007	136	506.500	356.713	1167
28008	209	290.237	359.222	1167
28009	135	183.856	365.841	1167
28010	172	412.000	366.000	1167
28011	144	113.667	368.833	1167
28012	169	587.269	414.216	1167
28013	177	212.602	65.941	1168
28014	171	296.424	73.547	1168
28015	212	469.358	105.453	1168
28016	176	407.222	105.540	1168
28017	222	51.342	106.568	1168
28018	151	602.765	119.904	1168
28019	162	595.852	153.340	1168
28020	175	67.140	158.277	1168
28021	156	151.385	185.231	1168
28022	178	301.500	201.000	1168
28023	207	411.229	223.732	1168
28024	137	487.106	221.755	1168
28025	149	598.500	253.500	1168
28026	177	368.297	264.229	1168
28027	223	115.442	271.200	1168
28028	126	317.984	269.810	1168
28029	195	529.741	301.100	1168
28030	149	204.708	324.708	1168
28031	136	506.500	356.713	1168
28032	209	290.237	359.222	1168
28033	135	183.856	365.841	1168
28034	172	412.000	366.000	1168
28035	144	113.667	368.833	1168
28036	169	587.269	414.216	1168
28037	177	212.602	65.941	1169
28038	171	296.424	73.547	1169
28039	212	469.358	105.453	1169
28040	176	407.222	105.540	1169
28041	220	51.314	106.636	1169
28042	151	602.765	119.904	1169
28043	162	595.852	153.340	1169
28044	175	67.140	158.277	1169
28045	156	151.385	185.231	1169
28046	178	301.500	201.000	1169
28047	207	411.229	223.732	1169
28048	137	487.106	221.755	1169
28049	149	598.500	253.500	1169
28050	177	368.297	264.229	1169
28051	223	115.442	271.200	1169
28052	147	318.323	270.643	1169
28053	195	529.741	301.100	1169
28054	149	204.708	324.708	1169
28055	136	506.500	356.713	1169
28056	209	290.237	359.222	1169
28057	135	183.856	365.841	1169
28058	172	412.000	366.000	1169
28059	144	113.667	368.833	1169
28060	169	587.269	414.216	1169
28061	162	212.611	65.444	1170
28062	159	296.381	73.921	1170
28063	176	407.222	105.540	1170
28064	126	51.984	104.810	1170
28065	172	468.622	106.866	1170
28066	113	601.305	120.305	1170
28067	153	595.500	153.500	1170
28068	164	66.909	157.909	1170
28069	142	150.880	185.254	1170
28070	178	301.500	201.000	1170
28071	164	412.793	222.878	1170
28072	137	487.106	221.755	1170
28073	142	598.373	253.542	1170
28074	163	367.794	264.500	1170
28075	132	318.250	270.364	1170
28076	128	113.414	271.773	1170
28077	159	529.896	299.953	1170
28078	149	204.708	324.708	1170
28079	133	506.545	356.583	1170
28080	152	291.414	359.033	1170
28081	121	184.360	365.822	1170
28082	156	412.615	366.231	1170
28083	130	113.631	369.331	1170
28084	169	587.269	414.216	1170
28085	175	212.500	66.209	1171
28086	194	296.124	74.541	1171
28087	246	50.866	106.329	1171
28088	173	407.113	105.575	1171
28089	191	468.971	106.018	1171
28090	112	602.000	120.000	1171
28091	168	596.000	153.500	1171
28092	159	66.984	158.475	1171
28093	156	151.385	185.231	1171
28094	213	300.866	201.833	1171
28095	166	487.102	221.753	1171
28096	156	412.673	223.135	1171
28097	165	598.548	253.579	1171
28098	177	368.297	264.229	1171
28099	181	114.135	271.848	1171
28100	132	318.250	270.364	1171
28101	159	530.349	299.330	1171
28102	168	204.214	324.214	1171
28103	128	506.227	356.586	1171
28104	174	291.977	359.822	1171
28105	229	411.120	365.164	1171
28106	142	184.120	365.746	1171
28107	155	113.094	368.771	1171
28108	174	587.247	414.420	1171
28109	180	212.500	66.000	1172
28110	203	295.909	74.431	1172
28111	193	406.619	105.085	1172
28112	246	50.866	106.329	1172
28113	191	468.971	106.018	1172
28114	138	603.000	119.500	1172
28115	168	596.000	153.500	1172
28116	165	67.003	158.712	1172
28117	162	151.278	185.241	1172
28118	213	300.866	201.833	1172
28119	166	487.102	221.753	1172
28120	164	412.793	222.878	1172
28121	165	598.548	253.579	1172
28122	177	368.297	264.229	1172
28123	223	115.442	271.200	1172
28124	143	318.115	269.913	1172
28125	182	529.989	300.176	1172
28126	173	204.251	324.419	1172
28127	128	506.227	356.586	1172
28128	193	292.500	360.500	1172
28129	235	411.270	365.300	1172
28130	142	184.120	365.746	1172
28131	155	113.094	368.771	1172
28132	180	587.389	414.572	1172
28133	180	212.500	66.000	1173
28134	203	295.909	74.431	1173
28135	193	406.619	105.085	1173
28136	246	50.866	106.329	1173
28137	191	468.971	106.018	1173
28138	138	603.000	119.500	1173
28139	168	596.000	153.500	1173
28140	165	67.003	158.712	1173
28141	162	151.278	185.241	1173
28142	213	300.866	201.833	1173
28143	166	487.102	221.753	1173
28144	164	412.793	222.878	1173
28145	165	598.548	253.579	1173
28146	177	368.297	264.229	1173
28147	223	115.442	271.200	1173
28148	143	318.115	269.913	1173
28149	182	529.989	300.176	1173
28150	173	204.251	324.419	1173
28151	128	506.227	356.586	1173
28152	239	293.642	361.483	1173
28153	235	411.270	365.300	1173
28154	142	184.120	365.746	1173
28155	155	113.094	368.771	1173
28156	180	587.389	414.572	1173
28157	180	212.500	66.000	1174
28158	203	295.909	74.431	1174
28159	193	406.619	105.085	1174
28160	246	50.866	106.329	1174
28161	191	468.971	106.018	1174
28162	138	603.000	119.500	1174
28163	168	596.000	153.500	1174
28164	165	67.003	158.712	1174
28165	162	151.278	185.241	1174
28166	213	300.866	201.833	1174
28167	159	487.330	221.651	1174
28168	164	412.793	222.878	1174
28169	165	598.548	253.579	1174
28170	177	368.297	264.229	1174
28171	223	115.442	271.200	1174
28172	143	318.115	269.913	1174
28173	182	529.989	300.176	1174
28174	173	204.251	324.419	1174
28175	128	506.227	356.586	1174
28176	222	293.500	361.000	1174
28177	235	411.270	365.300	1174
28178	142	184.120	365.746	1174
28179	155	113.094	368.771	1174
28180	180	587.389	414.572	1174
28181	180	212.500	66.000	1175
28182	203	295.909	74.431	1175
28183	193	406.619	105.085	1175
28184	246	50.866	106.329	1175
28185	191	468.971	106.018	1175
28186	138	603.000	119.500	1175
28187	168	596.000	153.500	1175
28188	165	67.003	158.712	1175
28189	162	151.278	185.241	1175
28190	213	300.866	201.833	1175
28191	159	487.330	221.651	1175
28192	164	412.793	222.878	1175
28193	165	598.548	253.579	1175
28194	177	368.297	264.229	1175
28195	223	115.442	271.200	1175
28196	143	318.115	269.913	1175
28197	182	529.989	300.176	1175
28198	173	204.251	324.419	1175
28199	128	506.227	356.586	1175
28200	217	294.376	361.237	1175
28201	235	411.270	365.300	1175
28202	142	184.120	365.746	1175
28203	155	113.094	368.771	1175
28204	180	587.389	414.572	1175
28205	180	212.500	66.000	1176
28206	203	295.909	74.431	1176
28207	193	406.619	105.085	1176
28208	246	50.866	106.329	1176
28209	191	468.971	106.018	1176
28210	138	603.000	119.500	1176
28211	168	596.000	153.500	1176
28212	165	67.003	158.712	1176
28213	162	151.278	185.241	1176
28214	213	300.866	201.833	1176
28215	159	487.330	221.651	1176
28216	164	412.793	222.878	1176
28217	165	598.548	253.579	1176
28218	177	368.297	264.229	1176
28219	223	115.442	271.200	1176
28220	143	318.115	269.913	1176
28221	182	529.989	300.176	1176
28222	173	204.251	324.419	1176
28223	128	506.227	356.586	1176
28224	217	294.376	361.237	1176
28225	235	411.270	365.300	1176
28226	142	184.120	365.746	1176
28227	155	113.094	368.771	1176
28228	180	587.389	414.572	1176
28229	180	212.500	66.000	1177
28230	203	295.909	74.431	1177
28231	193	406.619	105.085	1177
28232	246	50.866	106.329	1177
28233	191	468.971	106.018	1177
28234	138	603.000	119.500	1177
28235	168	596.000	153.500	1177
28236	165	67.003	158.712	1177
28237	162	151.278	185.241	1177
28238	213	300.866	201.833	1177
28239	159	487.330	221.651	1177
28240	164	412.793	222.878	1177
28241	165	598.548	253.579	1177
28242	177	368.297	264.229	1177
28243	223	115.442	271.200	1177
28244	143	318.115	269.913	1177
28245	164	530.488	300.171	1177
28246	173	204.251	324.419	1177
28247	128	506.227	356.586	1177
28248	224	294.379	361.446	1177
28249	235	411.270	365.300	1177
28250	142	184.120	365.746	1177
28251	155	113.094	368.771	1177
28252	180	587.389	414.572	1177
28253	180	212.500	66.000	1178
28254	203	295.909	74.431	1178
28255	193	406.619	105.085	1178
28256	246	50.866	106.329	1178
28257	191	468.971	106.018	1178
28258	138	603.000	119.500	1178
28259	168	596.000	153.500	1178
28260	165	67.003	158.712	1178
28261	162	151.278	185.241	1178
28262	213	300.866	201.833	1178
28263	159	487.330	221.651	1178
28264	164	412.793	222.878	1178
28265	165	598.548	253.579	1178
28266	177	368.297	264.229	1178
28267	223	115.442	271.200	1178
28268	143	318.115	269.913	1178
28269	159	530.211	299.714	1178
28270	173	204.251	324.419	1178
28271	128	506.227	356.586	1178
28272	224	294.379	361.446	1178
28273	235	411.270	365.300	1178
28274	142	184.120	365.746	1178
28275	155	113.094	368.771	1178
28276	180	587.389	414.572	1178
28277	180	212.500	66.000	1179
28278	203	295.909	74.431	1179
28279	193	406.619	105.085	1179
28280	246	50.866	106.329	1179
28281	191	468.971	106.018	1179
28282	138	603.000	119.500	1179
28283	168	596.000	153.500	1179
28284	165	67.003	158.712	1179
28285	162	151.278	185.241	1179
28286	213	300.866	201.833	1179
28287	159	487.330	221.651	1179
28288	164	412.793	222.878	1179
28289	165	598.548	253.579	1179
28290	177	368.297	264.229	1179
28291	223	115.442	271.200	1179
28292	143	318.115	269.913	1179
28293	159	530.211	299.714	1179
28294	173	204.251	324.419	1179
28295	128	506.227	356.586	1179
28296	224	294.379	361.446	1179
28297	235	411.270	365.300	1179
28298	142	184.120	365.746	1179
28299	155	113.094	368.771	1179
28300	180	587.389	414.572	1179
28301	180	212.500	66.000	1180
28302	203	295.909	74.431	1180
28303	193	406.619	105.085	1180
28304	246	50.866	106.329	1180
28305	191	468.971	106.018	1180
28306	138	603.000	119.500	1180
28307	168	596.000	153.500	1180
28308	151	66.732	158.209	1180
28309	162	151.278	185.241	1180
28310	213	300.866	201.833	1180
28311	159	487.330	221.651	1180
28312	164	412.793	222.878	1180
28313	165	598.548	253.579	1180
28314	177	368.297	264.229	1180
28315	223	115.442	271.200	1180
28316	143	318.115	269.913	1180
28317	169	530.743	299.417	1180
28318	168	204.214	324.214	1180
28319	128	506.227	356.586	1180
28320	212	294.580	361.278	1180
28321	235	411.270	365.300	1180
28322	142	184.120	365.746	1180
28323	155	113.094	368.771	1180
28324	180	587.389	414.572	1180
28325	180	212.500	66.000	1181
28326	203	295.909	74.431	1181
28327	193	406.619	105.085	1181
28328	246	50.866	106.329	1181
28329	191	468.971	106.018	1181
28330	138	603.000	119.500	1181
28331	168	596.000	153.500	1181
28332	151	66.732	158.209	1181
28333	162	151.278	185.241	1181
28334	213	300.866	201.833	1181
28335	159	487.330	221.651	1181
28336	164	412.793	222.878	1181
28337	165	598.548	253.579	1181
28338	177	368.297	264.229	1181
28339	223	115.442	271.200	1181
28340	143	318.115	269.913	1181
28341	193	530.313	300.018	1181
28342	168	204.214	324.214	1181
28343	128	506.227	356.586	1181
28344	212	294.580	361.278	1181
28345	235	411.270	365.300	1181
28346	142	184.120	365.746	1181
28347	155	113.094	368.771	1181
28348	180	587.389	414.572	1181
28349	180	212.500	66.000	1182
28350	203	295.909	74.431	1182
28351	193	406.619	105.085	1182
28352	246	50.866	106.329	1182
28353	191	468.971	106.018	1182
28354	138	603.000	119.500	1182
28355	168	596.000	153.500	1182
28356	151	66.732	158.209	1182
28357	162	151.278	185.241	1182
28358	213	300.866	201.833	1182
28359	176	486.790	221.477	1182
28360	164	412.793	222.878	1182
28361	165	598.548	253.579	1182
28362	177	368.297	264.229	1182
28363	223	115.442	271.200	1182
28364	143	318.115	269.913	1182
28365	193	530.313	300.018	1182
28366	168	204.214	324.214	1182
28367	136	506.500	356.713	1182
28368	220	294.768	361.136	1182
28369	235	411.270	365.300	1182
28370	142	184.120	365.746	1182
28371	155	113.094	368.771	1182
28372	180	587.389	414.572	1182
28373	180	212.500	66.000	1183
28374	203	295.909	74.431	1183
28375	193	406.619	105.085	1183
28376	246	50.866	106.329	1183
28377	191	468.971	106.018	1183
28378	138	603.000	119.500	1183
28379	168	596.000	153.500	1183
28380	151	66.732	158.209	1183
28381	162	151.278	185.241	1183
28382	213	300.866	201.833	1183
28383	176	486.790	221.477	1183
28384	164	412.793	222.878	1183
28385	165	598.548	253.579	1183
28386	177	368.297	264.229	1183
28387	223	115.442	271.200	1183
28388	143	318.115	269.913	1183
28389	191	530.636	300.233	1183
28390	168	204.214	324.214	1183
28391	136	506.500	356.713	1183
28392	220	294.768	361.136	1183
28393	235	411.270	365.300	1183
28394	142	184.120	365.746	1183
28395	155	113.094	368.771	1183
28396	180	587.389	414.572	1183
28397	180	212.500	66.000	1184
28398	203	295.909	74.431	1184
28399	193	406.619	105.085	1184
28400	246	50.866	106.329	1184
28401	191	468.971	106.018	1184
28402	138	603.000	119.500	1184
28403	161	595.252	157.370	1184
28404	151	66.732	158.209	1184
28405	162	151.278	185.241	1184
28406	213	300.866	201.833	1184
28407	176	486.790	221.477	1184
28408	164	412.793	222.878	1184
28409	165	598.548	253.579	1184
28410	177	368.297	264.229	1184
28411	223	115.442	271.200	1184
28412	143	318.115	269.913	1184
28413	170	531.129	299.724	1184
28414	168	204.214	324.214	1184
28415	136	506.500	356.713	1184
28416	220	294.768	361.136	1184
28417	235	411.270	365.300	1184
28418	142	184.120	365.746	1184
28419	153	113.173	368.814	1184
28420	180	587.389	414.572	1184
28421	180	212.500	66.000	1185
28422	203	295.909	74.431	1185
28423	193	406.619	105.085	1185
28424	246	50.866	106.329	1185
28425	191	468.971	106.018	1185
28426	138	603.000	119.500	1185
28427	151	66.732	158.209	1185
28428	170	598.982	161.082	1185
28429	162	151.278	185.241	1185
28430	213	300.866	201.833	1185
28431	176	486.790	221.477	1185
28432	164	412.793	222.878	1185
28433	165	598.548	253.579	1185
28434	177	368.297	264.229	1185
28435	223	115.442	271.200	1185
28436	143	318.115	269.913	1185
28437	170	531.129	299.724	1185
28438	168	204.214	324.214	1185
28439	136	506.500	356.713	1185
28440	220	294.768	361.136	1185
28441	235	411.270	365.300	1185
28442	142	184.120	365.746	1185
28443	155	113.094	368.771	1185
28444	180	587.389	414.572	1185
28445	174	212.500	66.000	1186
28446	177	296.410	73.924	1186
28447	193	406.744	104.946	1186
28448	185	52.338	105.781	1186
28449	185	469.024	106.122	1186
28450	100	601.500	120.000	1186
28451	159	66.469	158.091	1186
28452	168	603.369	165.327	1186
28453	137	151.106	185.245	1186
28454	187	301.259	200.896	1186
28455	174	486.828	221.638	1186
28456	164	412.793	222.878	1186
28457	165	598.548	253.579	1186
28458	173	368.425	264.113	1186
28459	139	317.982	269.773	1186
28460	154	113.786	271.526	1186
28461	153	530.801	299.180	1186
28462	149	204.708	324.708	1186
28463	126	506.270	356.500	1186
28464	175	296.871	362.026	1186
28465	135	183.856	365.841	1186
28466	142	413.120	366.254	1186
28467	137	113.106	368.266	1186
28468	171	586.944	414.974	1186
28469	177	212.602	65.941	1187
28470	194	296.124	74.541	1187
28471	200	406.835	105.185	1187
28472	248	50.613	106.629	1187
28473	191	468.971	106.018	1187
28474	100	601.500	120.000	1187
28475	159	66.469	158.091	1187
28476	168	605.369	167.327	1187
28477	137	151.106	185.245	1187
28478	187	301.259	200.896	1187
28479	179	486.668	221.511	1187
28480	164	412.793	222.878	1187
28481	165	598.548	253.579	1187
28482	177	368.381	263.975	1187
28483	152	318.395	269.711	1187
28484	181	114.135	271.848	1187
28485	159	530.638	299.022	1187
28486	178	204.219	324.230	1187
28487	154	505.279	356.500	1187
28488	181	296.859	362.235	1187
28489	198	412.667	365.318	1187
28490	142	184.120	365.746	1187
28491	137	113.106	368.266	1187
28492	181	587.119	414.655	1187
28493	177	212.602	65.941	1188
28494	194	296.124	74.541	1188
28495	200	406.835	105.185	1188
28496	248	50.613	106.629	1188
28497	191	468.971	106.018	1188
28498	100	601.500	120.000	1188
28499	159	66.469	158.091	1188
28500	185	605.997	167.776	1188
28501	137	151.106	185.245	1188
28502	187	301.259	200.896	1188
28503	179	486.668	221.511	1188
28504	164	412.793	222.878	1188
28505	165	598.548	253.579	1188
28506	177	368.381	263.975	1188
28507	152	318.395	269.711	1188
28508	181	114.135	271.848	1188
28509	159	530.638	299.022	1188
28510	178	204.219	324.230	1188
28511	154	505.279	356.500	1188
28512	181	296.859	362.235	1188
28513	198	412.667	365.318	1188
28514	142	184.120	365.746	1188
28515	137	113.106	368.266	1188
28516	181	587.119	414.655	1188
28517	177	212.602	65.941	1189
28518	194	296.124	74.541	1189
28519	200	406.835	105.185	1189
28520	248	50.613	106.629	1189
28521	191	468.971	106.018	1189
28522	100	601.500	120.000	1189
28523	159	66.469	158.091	1189
28524	185	606.997	168.776	1189
28525	137	151.106	185.245	1189
28526	187	301.259	200.896	1189
28527	179	486.668	221.511	1189
28528	164	412.793	222.878	1189
28529	165	598.548	253.579	1189
28530	177	368.381	263.975	1189
28531	152	318.395	269.711	1189
28532	181	114.135	271.848	1189
28533	159	530.638	299.022	1189
28534	178	204.219	324.230	1189
28535	154	505.279	356.500	1189
28536	181	296.859	362.235	1189
28537	198	412.667	365.318	1189
28538	142	184.120	365.746	1189
28539	137	113.106	368.266	1189
28540	176	587.080	414.455	1189
28541	177	212.602	65.941	1190
28542	194	296.124	74.541	1190
28543	200	406.835	105.185	1190
28544	248	50.613	106.629	1190
28545	191	468.971	106.018	1190
28546	100	601.500	120.000	1190
28547	159	66.469	158.091	1190
28548	176	607.972	169.301	1190
28549	137	151.106	185.245	1190
28550	187	301.259	200.896	1190
28551	179	486.668	221.511	1190
28552	164	412.793	222.878	1190
28553	165	598.548	253.579	1190
28554	177	368.381	263.975	1190
28555	152	318.395	269.711	1190
28556	181	114.135	271.848	1190
28557	159	530.638	299.022	1190
28558	178	204.219	324.230	1190
28559	154	505.279	356.500	1190
28560	181	296.859	362.235	1190
28561	240	411.458	365.242	1190
28562	142	184.120	365.746	1190
28563	137	113.106	368.266	1190
28564	176	587.080	414.455	1190
28565	177	212.602	65.941	1191
28566	194	296.124	74.541	1191
28567	200	406.835	105.185	1191
28568	248	50.613	106.629	1191
28569	191	468.971	106.018	1191
28570	100	601.500	120.000	1191
28571	159	66.469	158.091	1191
28572	185	607.997	169.776	1191
28573	137	151.106	185.245	1191
28574	187	301.259	200.896	1191
28575	179	486.668	221.511	1191
28576	164	412.793	222.878	1191
28577	165	598.548	253.579	1191
28578	177	368.381	263.975	1191
28579	152	318.395	269.711	1191
28580	181	114.135	271.848	1191
28581	159	530.638	299.022	1191
28582	178	204.219	324.230	1191
28583	154	505.279	356.500	1191
28584	181	296.859	362.235	1191
28585	240	411.458	365.242	1191
28586	142	184.120	365.746	1191
28587	137	113.106	368.266	1191
28588	176	587.080	414.455	1191
28589	177	212.602	65.941	1192
28590	194	296.124	74.541	1192
28591	200	406.835	105.185	1192
28592	248	50.613	106.629	1192
28593	191	468.971	106.018	1192
28594	100	601.500	120.000	1192
28595	159	66.469	158.091	1192
28596	163	608.500	170.206	1192
28597	137	151.106	185.245	1192
28598	187	301.259	200.896	1192
28599	179	485.668	221.511	1192
28600	164	412.793	222.878	1192
28601	165	598.548	253.579	1192
28602	177	368.381	263.975	1192
28603	152	318.395	269.711	1192
28604	181	114.135	271.848	1192
28605	159	530.638	299.022	1192
28606	178	204.219	324.230	1192
28607	154	505.279	356.500	1192
28608	181	296.859	362.235	1192
28609	240	411.458	365.242	1192
28610	142	184.120	365.746	1192
28611	130	113.000	368.500	1192
28612	176	587.080	414.455	1192
28613	177	212.602	65.941	1193
28614	194	296.124	74.541	1193
28615	200	406.835	105.185	1193
28616	248	50.613	106.629	1193
28617	191	468.971	106.018	1193
28618	100	601.500	120.000	1193
28619	159	66.469	158.091	1193
28620	163	608.500	170.206	1193
28621	137	151.106	185.245	1193
28622	187	301.259	200.896	1193
28623	173	485.829	221.373	1193
28624	164	412.793	222.878	1193
28625	165	598.548	253.579	1193
28626	177	368.381	263.975	1193
28627	141	318.138	269.344	1193
28628	181	114.135	271.848	1193
28629	159	530.638	299.022	1193
28630	178	204.219	324.230	1193
28631	154	505.279	356.500	1193
28632	181	296.859	362.235	1193
28633	240	411.458	365.242	1193
28634	142	184.120	365.746	1193
28635	130	113.000	368.500	1193
28636	176	587.080	414.455	1193
28637	177	212.602	65.941	1194
28638	194	296.124	74.541	1194
28639	200	406.835	105.185	1194
28640	248	50.613	106.629	1194
28641	191	468.971	106.018	1194
28642	100	601.500	120.000	1194
28643	159	66.469	158.091	1194
28644	171	608.775	170.295	1194
28645	137	151.106	185.245	1194
28646	187	301.259	200.896	1194
28647	173	485.829	221.373	1194
28648	164	412.793	222.878	1194
28649	165	598.548	253.579	1194
28650	177	368.381	263.975	1194
28651	141	318.138	269.344	1194
28652	181	114.135	271.848	1194
28653	159	530.638	299.022	1194
28654	188	204.101	323.894	1194
28655	154	505.279	356.500	1194
28656	181	296.859	362.235	1194
28657	240	411.458	365.242	1194
28658	142	184.120	365.746	1194
28659	130	113.000	368.500	1194
28660	176	587.080	414.455	1194
28661	177	212.602	65.941	1195
28662	194	296.124	74.541	1195
28663	200	406.835	105.185	1195
28664	248	50.613	106.629	1195
28665	191	468.971	106.018	1195
28666	100	601.500	120.000	1195
28667	159	66.469	158.091	1195
28668	191	609.280	170.798	1195
28669	137	151.106	185.245	1195
28670	187	301.259	200.896	1195
28671	179	485.606	221.282	1195
28672	164	412.793	222.878	1195
28673	165	598.548	253.579	1195
28674	177	368.381	263.975	1195
28675	152	318.395	269.711	1195
28676	181	114.135	271.848	1195
28677	159	530.638	299.022	1195
28678	178	204.219	324.230	1195
28679	154	505.279	356.500	1195
28680	181	296.859	362.235	1195
28681	240	411.458	365.242	1195
28682	142	184.120	365.746	1195
28683	130	113.000	368.500	1195
28684	176	587.080	414.455	1195
28685	177	212.602	65.941	1196
28686	194	296.124	74.541	1196
28687	200	406.835	105.185	1196
28688	248	50.613	106.629	1196
28689	191	468.971	106.018	1196
28690	100	601.500	120.000	1196
28691	159	66.469	158.091	1196
28692	191	609.280	170.798	1196
28693	137	151.106	185.245	1196
28694	187	301.259	200.896	1196
28695	179	485.606	221.282	1196
28696	164	412.793	222.878	1196
28697	165	598.548	253.579	1196
28698	177	368.381	263.975	1196
28699	152	318.395	269.711	1196
28700	181	114.135	271.848	1196
28701	180	531.111	299.711	1196
28702	178	204.219	324.230	1196
28703	154	505.279	356.500	1196
28704	204	297.333	363.108	1196
28705	240	411.458	365.242	1196
28706	142	184.120	365.746	1196
28707	130	113.000	368.500	1196
28708	176	587.080	414.455	1196
28709	177	212.602	65.941	1197
28710	194	296.124	74.541	1197
28711	200	406.835	105.185	1197
