 	Area	X	Y	Slice
9260	170	118.465	278.441	386
9261	184	162.739	290.609	386
9262	164	526.220	311.500	386
9263	145	495.169	355.866	386
9264	121	184.360	365.822	386
9265	168	411.679	366.012	386
9266	154	261.766	387.922	386
9267	161	113.717	390.500	386
9268	178	586.000	389.500	386
9269	171	212.746	65.886	387
9270	162	294.494	76.969	387
9271	268	488.433	90.045	387
9272	175	118.266	96.563	387
9273	202	403.663	105.030	387
9274	135	604.144	119.159	387
9275	229	565.841	172.679	387
9276	159	109.714	179.274	387
9277	161	533.748	182.630	387
9278	137	149.106	185.245	387
9279	192	304.500	201.901	387
9280	219	410.678	223.130	387
9281	147	613.541	255.588	387
9282	166	377.102	256.753	387
9283	139	317.982	269.773	387
9284	170	118.465	278.441	387
9285	184	162.739	290.609	387
9286	164	526.220	311.500	387
9287	145	495.169	355.866	387
9288	121	184.360	365.822	387
9289	168	411.679	366.012	387
9290	154	261.766	387.922	387
9291	161	113.717	390.500	387
9292	178	586.000	389.500	387
9293	171	212.746	65.886	388
9294	166	294.608	76.843	388
9295	268	488.433	90.045	388
9296	175	118.266	96.563	388
9297	202	403.663	105.030	388
9298	135	604.144	119.159	388
9299	229	565.841	172.679	388
9300	159	109.714	179.274	388
9301	161	533.748	182.630	388
9302	147	148.799	184.949	388
9303	192	304.500	201.901	388
9304	219	410.678	223.130	388
9305	152	613.743	255.586	388
9306	186	377.452	256.597	388
9307	139	317.982	269.773	388
9308	170	118.465	278.441	388
9309	184	162.739	290.609	388
9310	236	525.636	313.292	388
9311	145	495.169	355.866	388
9312	121	184.360	365.822	388
9313	168	411.679	366.012	388
9314	159	261.619	388.079	388
9315	161	113.717	390.500	388
9316	184	585.837	389.370	388
9317	171	212.746	65.886	389
9318	221	293.360	78.324	389
9319	268	488.433	90.045	389
9320	175	118.266	96.563	389
9321	202	403.663	105.030	389
9322	135	604.144	119.159	389
9323	229	565.841	172.679	389
9324	159	109.714	179.274	389
9325	161	533.748	182.630	389
9326	147	148.799	184.949	389
9327	192	304.500	201.901	389
9328	219	410.678	223.130	389
9329	152	613.743	255.586	389
9330	186	377.452	256.597	389
9331	139	317.982	269.773	389
9332	170	118.465	278.441	389
9333	184	162.739	290.609	389
9334	236	525.636	313.292	389
9335	145	495.169	355.866	389
9336	121	184.360	365.822	389
9337	168	411.679	366.012	389
9338	159	261.619	388.079	389
9339	161	113.717	390.500	389
9340	184	585.837	389.370	389
9341	171	212.746	65.886	390
9342	166	294.608	76.843	390
9343	268	488.433	90.045	390
9344	175	118.266	96.563	390
9345	202	403.663	105.030	390
9346	135	604.144	119.159	390
9347	229	565.841	172.679	390
9348	159	109.714	179.274	390
9349	161	533.748	182.630	390
9350	147	148.799	184.949	390
9351	192	304.500	201.901	390
9352	219	410.678	223.130	390
9353	152	613.743	255.586	390
9354	186	377.452	256.597	390
9355	139	317.982	269.773	390
9356	170	118.465	278.441	390
9357	184	162.739	290.609	390
9358	236	525.636	313.292	390
9359	145	495.169	355.866	390
9360	121	184.360	365.822	390
9361	168	411.679	366.012	390
9362	159	261.619	388.079	390
9363	161	113.717	390.500	390
9364	178	586.000	389.500	390
9365	159	212.877	65.330	391
9366	195	293.377	77.310	391
9367	240	487.962	90.412	391
9368	181	118.108	96.434	391
9369	173	404.419	105.251	391
9370	142	603.880	119.254	391
9371	155	570.642	171.842	391
9372	181	110.097	178.903	391
9373	159	533.349	182.670	391
9374	145	148.831	185.134	391
9375	177	304.743	201.297	391
9376	144	413.167	222.667	391
9377	144	613.500	255.715	391
9378	174	377.828	256.845	391
9379	113	317.695	269.305	391
9380	144	117.681	279.014	391
9381	190	163.200	291.479	391
9382	157	526.462	310.583	391
9383	187	493.997	356.233	391
9384	188	412.543	365.319	391
9385	139	183.313	366.219	391
9386	164	261.780	388.500	391
9387	163	114.120	389.420	391
9388	175	585.129	390.026	391
9389	159	212.877	65.330	392
9390	186	293.640	77.032	392
9391	240	487.962	90.412	392
9392	181	118.108	96.434	392
9393	173	404.419	105.251	392
9394	142	603.880	119.254	392
9395	145	570.252	170.217	392
9396	181	110.097	178.903	392
9397	153	533.500	182.500	392
9398	145	148.831	185.134	392
9399	181	304.616	201.235	392
9400	144	413.167	222.667	392
9401	147	613.378	255.752	392
9402	181	377.599	256.732	392
9403	113	317.695	269.305	392
9404	144	117.681	279.014	392
9405	173	163.471	292.084	392
9406	157	526.462	310.583	392
9407	190	494.053	356.126	392
9408	222	413.369	364.419	392
9409	134	183.142	366.373	392
9410	164	261.780	388.500	392
9411	163	114.120	389.420	392
9412	181	585.141	390.235	392
9413	159	212.877	65.330	393
9414	186	293.640	77.032	393
9415	240	487.962	90.412	393
9416	181	118.108	96.434	393
9417	173	404.419	105.251	393
9418	142	603.880	119.254	393
9419	174	570.126	170.638	393
9420	181	110.097	178.903	393
9421	153	533.500	182.500	393
9422	145	148.831	185.134	393
9423	181	304.616	201.235	393
9424	144	413.167	222.667	393
9425	147	613.378	255.752	393
9426	181	377.599	256.732	393
9427	113	317.695	269.305	393
9428	144	117.681	279.014	393
9429	164	163.634	292.665	393
9430	157	526.462	310.583	393
9431	190	494.053	356.126	393
9432	222	413.369	364.419	393
9433	134	183.142	366.373	393
9434	164	261.780	388.500	393
9435	163	114.120	389.420	393
9436	181	585.141	390.235	393
9437	159	212.877	65.330	394
9438	186	293.640	77.032	394
9439	240	487.962	90.412	394
9440	181	118.108	96.434	394
9441	196	403.638	104.816	394
9442	142	603.880	119.254	394
9443	215	567.849	168.728	394
9444	181	110.097	178.903	394
9445	162	533.389	183.444	394
9446	145	148.831	185.134	394
9447	181	304.616	201.235	394
9448	144	413.167	222.667	394
9449	147	613.378	255.752	394
9450	181	377.599	256.732	394
9451	113	317.695	269.305	394
9452	144	117.681	279.014	394
9453	172	163.465	292.919	394
9454	157	526.462	310.583	394
9455	190	494.053	356.126	394
9456	222	413.369	364.419	394
9457	134	183.142	366.373	394
9458	164	261.780	388.500	394
9459	163	114.120	389.420	394
9460	181	585.141	390.235	394
9461	159	212.877	65.330	395
9462	186	293.640	77.032	395
9463	240	487.962	90.412	395
9464	181	118.108	96.434	395
9465	173	404.419	105.251	395
9466	142	603.880	119.254	395
9467	170	570.100	170.059	395
9468	181	110.097	178.903	395
9469	162	533.389	183.444	395
9470	145	148.831	185.134	395
9471	181	304.616	201.235	395
9472	144	413.167	222.667	395
9473	147	613.378	255.752	395
9474	181	377.599	256.732	395
9475	113	317.695	269.305	395
9476	144	117.681	279.014	395
9477	194	163.320	292.418	395
9478	157	526.462	310.583	395
9479	190	494.053	356.126	395
9480	222	413.369	364.419	395
9481	134	183.142	366.373	395
9482	164	261.780	388.500	395
9483	163	114.120	389.420	395
9484	181	585.141	390.235	395
9485	159	212.877	65.330	396
9486	186	293.640	77.032	396
9487	240	487.962	90.412	396
9488	181	118.108	96.434	396
9489	173	404.419	105.251	396
9490	142	603.880	119.254	396
9491	179	570.020	169.718	396
9492	181	110.097	178.903	396
9493	162	533.389	183.444	396
9494	145	148.831	185.134	396
9495	181	304.616	201.235	396
9496	144	413.167	222.667	396
9497	147	613.378	255.752	396
9498	181	377.599	256.732	396
9499	113	317.695	269.305	396
9500	144	117.681	279.014	396
9501	194	163.320	292.418	396
9502	157	526.462	310.583	396
9503	190	494.053	356.126	396
9504	222	413.369	364.419	396
9505	134	183.142	366.373	396
9506	164	261.780	388.500	396
9507	163	114.120	389.420	396
9508	181	585.141	390.235	396
9509	159	212.877	65.330	397
9510	186	293.640	77.032	397
9511	240	487.962	90.412	397
9512	181	118.108	96.434	397
9513	196	403.638	104.816	397
9514	142	603.880	119.254	397
9515	187	569.778	169.511	397
9516	171	110.383	178.915	397
9517	162	533.389	183.444	397
9518	145	148.831	185.134	397
9519	181	304.616	201.235	397
9520	144	413.167	222.667	397
9521	147	613.378	255.752	397
9522	181	377.599	256.732	397
9523	113	317.695	269.305	397
9524	144	117.681	279.014	397
9525	194	163.320	292.418	397
9526	157	526.462	310.583	397
9527	190	494.053	356.126	397
9528	222	413.369	364.419	397
9529	134	183.142	366.373	397
9530	164	261.780	388.500	397
9531	163	114.120	389.420	397
9532	181	585.141	390.235	397
9533	159	212.877	65.330	398
9534	186	293.640	77.032	398
9535	240	487.962	90.412	398
9536	181	118.108	96.434	398
9537	173	404.419	105.251	398
9538	142	603.880	119.254	398
9539	187	569.778	169.511	398
9540	171	110.383	178.915	398
9541	169	533.500	183.678	398
9542	145	148.831	185.134	398
9543	181	304.616	201.235	398
9544	144	413.167	222.667	398
9545	147	613.378	255.752	398
9546	181	377.599	256.732	398
9547	113	317.695	269.305	398
9548	144	117.681	279.014	398
9549	194	163.320	292.418	398
9550	157	526.462	310.583	398
9551	190	494.053	356.126	398
9552	222	413.369	364.419	398
9553	134	183.142	366.373	398
9554	164	261.780	388.500	398
9555	163	114.120	389.420	398
9556	181	585.141	390.235	398
9557	159	212.877	65.330	399
9558	186	293.640	77.032	399
9559	240	487.962	90.412	399
9560	181	118.108	96.434	399
9561	173	404.419	105.251	399
9562	142	603.880	119.254	399
9563	187	569.778	169.511	399
9564	171	110.383	178.915	399
9565	177	533.398	183.941	399
9566	145	148.831	185.134	399
9567	181	304.616	201.235	399
9568	144	413.167	222.667	399
9569	147	613.378	255.752	399
9570	181	377.599	256.732	399
9571	113	317.695	269.305	399
9572	144	117.681	279.014	399
9573	194	163.320	292.418	399
9574	157	526.462	310.583	399
9575	190	494.053	356.126	399
9576	222	413.369	364.419	399
9577	134	183.142	366.373	399
9578	164	261.780	388.500	399
9579	163	114.120	389.420	399
9580	181	585.141	390.235	399
9581	159	212.877	65.330	400
9582	186	293.640	77.032	400
9583	240	487.962	90.412	400
9584	181	118.108	96.434	400
9585	173	404.419	105.251	400
9586	142	603.880	119.254	400
9587	175	569.489	169.134	400
9588	171	110.383	178.915	400
9589	177	533.398	183.941	400
9590	145	148.831	185.134	400
9591	181	304.616	201.235	400
9592	144	413.167	222.667	400
9593	147	613.378	255.752	400
9594	181	377.599	256.732	400
9595	113	317.695	269.305	400
9596	144	117.681	279.014	400
9597	194	163.320	292.418	400
9598	157	526.462	310.583	400
9599	190	494.053	356.126	400
9600	164	411.829	366.000	400
9601	134	183.142	366.373	400
9602	164	261.780	388.500	400
9603	163	114.120	389.420	400
9604	184	585.016	390.207	400
9605	159	212.877	65.330	401
9606	186	293.640	77.032	401
9607	240	487.962	90.412	401
9608	181	118.108	96.434	401
9609	173	404.419	105.251	401
9610	142	603.880	119.254	401
9611	186	569.258	168.925	401
9612	171	110.383	178.915	401
9613	177	533.398	183.941	401
9614	145	148.831	185.134	401
9615	181	304.616	201.235	401
9616	144	413.167	222.667	401
9617	147	613.378	255.752	401
9618	181	377.599	256.732	401
9619	113	317.695	269.305	401
9620	144	117.681	279.014	401
9621	194	163.320	292.418	401
9622	157	526.462	310.583	401
9623	190	494.053	356.126	401
9624	186	412.462	365.360	401
9625	134	183.142	366.373	401
9626	190	262.500	388.295	401
9627	163	114.120	389.420	401
9628	184	585.016	390.207	401
9629	159	212.877	65.330	402
9630	186	293.640	77.032	402
9631	240	487.962	90.412	402
9632	181	118.108	96.434	402
9633	173	404.419	105.251	402
9634	142	603.880	119.254	402
9635	186	569.258	168.925	402
9636	171	110.383	178.915	402
9637	177	533.398	183.941	402
9638	145	148.831	185.134	402
9639	181	304.616	201.235	402
9640	144	413.167	222.667	402
9641	147	613.378	255.752	402
9642	181	377.599	256.732	402
9643	113	317.695	269.305	402
9644	144	117.681	279.014	402
9645	176	163.574	293.040	402
9646	157	526.462	310.583	402
9647	190	494.053	356.126	402
9648	186	412.462	365.360	402
9649	134	183.142	366.373	402
9650	163	114.120	389.420	402
9651	169	264.145	388.962	402
9652	184	585.016	390.207	402
9653	159	212.877	65.330	403
9654	186	293.640	77.032	403
9655	240	487.962	90.412	403
9656	181	118.108	96.434	403
9657	173	404.419	105.251	403
9658	142	603.880	119.254	403
9659	238	567.597	168.017	403
9660	171	110.383	178.915	403
9661	177	533.398	183.941	403
9662	145	148.831	185.134	403
9663	181	304.616	201.235	403
9664	144	413.167	222.667	403
9665	147	613.378	255.752	403
9666	181	377.599	256.732	403
9667	113	317.695	269.305	403
9668	144	117.681	279.014	403
9669	176	163.574	293.040	403
9670	157	526.462	310.583	403
9671	190	494.053	356.126	403
9672	186	412.462	365.360	403
9673	134	183.142	366.373	403
9674	163	114.120	389.420	403
9675	184	585.016	390.207	403
9676	169	265.145	390.962	403
9677	171	212.746	65.886	404
9678	186	293.640	77.032	404
9679	240	487.962	90.412	404
9680	181	118.108	96.434	404
9681	196	403.638	104.816	404
9682	142	603.880	119.254	404
9683	238	567.597	168.017	404
9684	171	110.383	178.915	404
9685	174	533.500	184.000	404
9686	145	148.831	185.134	404
9687	181	304.616	201.235	404
9688	144	413.167	222.667	404
9689	147	613.378	255.752	404
9690	181	377.599	256.732	404
9691	113	317.695	269.305	404
9692	144	117.681	279.014	404
9693	176	163.574	293.040	404
9694	157	526.462	310.583	404
9695	190	494.053	356.126	404
9696	186	412.462	365.360	404
9697	134	183.142	366.373	404
9698	163	114.120	389.420	404
9699	184	585.016	390.207	404
9700	168	265.601	390.958	404
9701	171	212.746	65.886	405
9702	186	293.640	77.032	405
9703	240	487.962	90.412	405
9704	181	118.108	96.434	405
9705	196	403.638	104.816	405
9706	142	603.880	119.254	405
9707	238	567.597	168.017	405
9708	171	110.383	178.915	405
9709	174	533.500	184.000	405
9710	145	148.831	185.134	405
9711	181	304.616	201.235	405
9712	144	413.167	222.667	405
9713	147	613.378	255.752	405
9714	181	377.599	256.732	405
9715	113	317.695	269.305	405
9716	144	117.681	279.014	405
9717	176	163.574	293.040	405
9718	157	526.462	310.583	405
9719	190	494.053	356.126	405
9720	186	412.462	365.360	405
9721	134	183.142	366.373	405
9722	163	114.120	389.420	405
9723	184	585.016	390.207	405
9724	168	265.601	390.958	405
9725	209	212.778	66.763	406
9726	224	293.429	78.031	406
9727	284	488.479	89.704	406
9728	203	117.727	97.200	406
9729	211	403.585	104.746	406
9730	169	604.500	120.109	406
9731	260	568.369	168.796	406
9732	208	109.500	179.144	406
9733	185	533.619	184.159	406
9734	152	148.967	185.079	406
9735	202	304.376	201.639	406
9736	205	411.573	222.856	406
9737	184	613.804	256.326	406
9738	179	377.735	256.662	406
9739	175	318.849	269.209	406
9740	170	118.465	278.441	406
9741	170	163.959	292.918	406
9742	221	525.572	312.536	406
9743	149	495.352	355.856	406
9744	206	412.670	365.180	406
9745	121	184.360	365.822	406
9746	171	114.015	390.289	406
9747	190	585.000	390.421	406
9748	171	265.705	390.915	406
9749	209	212.778	66.763	407
9750	195	293.951	77.085	407
9751	284	488.479	89.704	407
9752	203	117.727	97.200	407
9753	211	403.585	104.746	407
9754	137	604.106	119.245	407
9755	258	568.415	168.864	407
9756	208	109.500	179.144	407
9757	174	533.626	184.483	407
9758	152	148.967	185.079	407
9759	202	304.376	201.639	407
9760	149	413.326	222.513	407
9761	156	613.045	255.583	407
9762	174	377.828	256.845	407
9763	146	318.000	269.966	407
9764	170	118.465	278.441	407
9765	170	163.959	292.918	407
9766	221	525.572	312.536	407
9767	149	495.352	355.856	407
9768	206	412.670	365.180	407
9769	117	184.167	365.833	407
9770	169	113.973	390.376	407
9771	184	585.016	390.207	407
9772	167	265.596	390.787	407
9773	202	212.748	66.891	408
9774	191	294.076	77.139	408
9775	254	487.780	90.220	408
9776	186	117.962	96.581	408
9777	211	403.585	104.746	408
9778	128	603.773	119.414	408
9779	207	569.983	169.853	408
9780	173	110.673	178.552	408
9781	174	533.626	184.483	408
9782	152	148.967	185.079	408
9783	197	304.348	201.840	408
9784	137	413.792	222.383	408
9785	156	613.045	255.583	408
9786	174	377.828	256.845	408
9787	146	318.000	269.966	408
9788	144	117.681	279.014	408
9789	175	163.820	292.751	408
9790	221	525.572	312.536	408
9791	149	495.352	355.856	408
9792	196	412.418	365.143	408
9793	117	184.167	365.833	408
9794	153	114.239	389.761	408
9795	167	265.596	390.787	408
9796	178	585.084	390.348	408
9797	209	212.778	66.763	409
9798	195	293.951	77.085	409
9799	284	488.479	89.704	409
9800	203	117.727	97.200	409
9801	211	403.585	104.746	409
9802	137	604.106	119.245	409
9803	258	568.415	168.864	409
9804	208	109.500	179.144	409
9805	174	533.626	184.483	409
9806	152	148.967	185.079	409
9807	202	304.376	201.639	409
9808	149	413.326	222.513	409
9809	156	613.045	255.583	409
9810	174	377.828	256.845	409
9811	146	318.000	269.966	409
9812	170	118.465	278.441	409
9813	179	163.489	293.332	409
9814	221	525.572	312.536	409
9815	149	495.352	355.856	409
9816	206	412.670	365.180	409
9817	117	184.167	365.833	409
9818	169	113.973	390.376	409
9819	184	585.016	390.207	409
9820	167	265.596	390.787	409
9821	202	212.748	66.891	410
9822	191	294.076	77.139	410
9823	254	487.780	90.220	410
9824	186	117.962	96.581	410
9825	211	403.585	104.746	410
9826	128	603.773	119.414	410
9827	207	569.983	169.853	410
9828	173	110.673	178.552	410
9829	174	533.626	184.483	410
9830	152	148.967	185.079	410
9831	197	304.348	201.840	410
9832	137	413.792	222.383	410
9833	156	613.045	255.583	410
9834	174	377.828	256.845	410
9835	146	318.000	269.966	410
9836	144	117.681	279.014	410
9837	175	163.974	293.129	410
9838	221	525.572	312.536	410
9839	149	495.352	355.856	410
9840	196	412.418	365.143	410
9841	117	184.167	365.833	410
9842	153	114.239	389.761	410
9843	167	265.596	390.787	410
9844	178	585.084	390.348	410
9845	167	212.883	65.446	411
9846	195	293.951	77.085	411
9847	284	488.479	89.704	411
9848	203	117.727	97.200	411
9849	211	403.585	104.746	411
9850	137	604.106	119.245	411
9851	258	568.415	168.864	411
9852	208	109.500	179.144	411
9853	174	533.626	184.483	411
9854	152	148.967	185.079	411
9855	202	304.376	201.639	411
9856	149	413.326	222.513	411
9857	156	613.045	255.583	411
9858	174	377.828	256.845	411
9859	146	318.000	269.966	411
9860	170	118.465	278.441	411
9861	185	163.700	293.338	411
9862	221	525.572	312.536	411
9863	149	495.352	355.856	411
9864	206	412.670	365.180	411
9865	117	184.167	365.833	411
9866	169	113.973	390.376	411
9867	184	585.016	390.207	411
9868	167	266.596	391.787	411
9869	164	213.000	65.500	412
9870	180	294.333	77.333	412
9871	250	487.764	90.236	412
9872	186	117.962	96.581	412
9873	211	403.585	104.746	412
9874	128	603.773	119.414	412
9875	207	569.983	169.853	412
9876	173	110.673	178.552	412
9877	174	533.626	184.483	412
9878	152	148.967	185.079	412
9879	197	304.348	201.840	412
9880	137	413.792	222.383	412
9881	156	613.045	255.583	412
9882	174	377.828	256.845	412
9883	146	318.000	269.966	412
9884	144	117.681	279.014	412
9885	175	163.974	293.129	412
9886	221	525.572	312.536	412
9887	149	495.352	355.856	412
9888	196	412.418	365.143	412
9889	117	184.167	365.833	412
9890	153	114.239	389.761	412
9891	178	585.084	390.348	412
9892	155	266.719	392.235	412
9893	164	213.000	65.500	413
9894	180	294.333	77.333	413
9895	250	487.904	90.248	413
9896	186	117.962	96.581	413
9897	211	403.585	104.746	413
9898	128	603.773	119.414	413
9899	207	569.983	169.853	413
9900	173	110.673	178.552	413
9901	174	533.626	184.483	413
9902	152	148.967	185.079	413
9903	197	304.348	201.840	413
9904	137	413.792	222.383	413
9905	156	613.045	255.583	413
9906	174	377.828	256.845	413
9907	146	318.000	269.966	413
9908	144	117.681	279.014	413
9909	187	163.730	293.420	413
9910	221	525.572	312.536	413
9911	149	495.352	355.856	413
9912	196	412.418	365.143	413
9913	117	184.167	365.833	413
9914	155	114.281	389.674	413
9915	178	585.084	390.348	413
9916	159	266.833	392.362	413
9917	164	213.000	65.500	414
9918	180	294.333	77.333	414
9919	250	487.904	90.248	414
9920	186	117.962	96.581	414
9921	211	403.585	104.746	414
9922	128	603.773	119.414	414
9923	207	569.983	169.853	414
9924	143	111.304	177.528	414
9925	174	533.626	184.483	414
9926	152	148.967	185.079	414
9927	197	304.348	201.840	414
9928	137	413.792	222.383	414
9929	156	613.045	255.583	414
9930	174	377.828	256.845	414
9931	146	318.000	269.966	414
9932	144	117.681	279.014	414
9933	187	163.730	293.420	414
9934	221	525.572	312.536	414
9935	149	495.352	355.856	414
9936	196	412.418	365.143	414
9937	117	184.167	365.833	414
9938	155	114.281	389.674	414
9939	178	585.084	390.348	414
9940	159	266.833	392.362	414
9941	164	213.000	65.500	415
9942	180	294.333	77.333	415
9943	250	487.904	90.248	415
9944	186	117.962	96.581	415
9945	211	403.585	104.746	415
9946	128	603.773	119.414	415
9947	207	569.983	169.853	415
9948	143	111.304	177.528	415
9949	174	533.626	184.483	415
9950	152	148.967	185.079	415
9951	197	304.348	201.840	415
9952	137	413.792	222.383	415
9953	156	613.045	255.583	415
9954	174	377.828	256.845	415
9955	146	318.000	269.966	415
9956	144	117.681	279.014	415
9957	190	163.837	293.484	415
9958	221	525.572	312.536	415
9959	149	495.352	355.856	415
9960	196	412.418	365.143	415
9961	117	184.167	365.833	415
9962	155	114.281	389.674	415
9963	178	585.084	390.348	415
9964	164	266.854	392.573	415
9965	164	213.000	65.500	416
9966	180	294.333	77.333	416
9967	246	487.878	90.122	416
9968	186	117.962	96.581	416
9969	211	403.585	104.746	416
9970	128	603.773	119.414	416
9971	207	569.983	169.853	416
9972	143	111.304	177.528	416
9973	189	533.616	184.987	416
9974	152	148.967	185.079	416
9975	197	304.348	201.840	416
9976	137	413.792	222.383	416
9977	156	613.045	255.583	416
9978	174	377.828	256.845	416
9979	146	318.000	269.966	416
9980	144	117.681	279.014	416
9981	190	163.837	293.484	416
9982	221	525.572	312.536	416
9983	149	495.352	355.856	416
9984	196	412.418	365.143	416
9985	117	184.167	365.833	416
9986	155	114.281	389.674	416
9987	178	585.084	390.348	416
9988	164	266.854	392.573	416
9989	164	213.000	65.500	417
9990	180	294.333	77.333	417
9991	246	487.878	90.122	417
9992	186	117.962	96.581	417
9993	211	403.585	104.746	417
9994	128	603.773	119.414	417
9995	207	569.983	169.853	417
9996	143	111.304	177.528	417
9997	189	533.616	184.987	417
9998	152	148.967	185.079	417
9999	197	304.348	201.840	417
10000	137	413.792	222.383	417
10001	156	613.045	255.583	417
10002	174	377.828	256.845	417
10003	146	318.000	269.966	417
10004	144	117.681	279.014	417
10005	181	163.986	293.798	417
10006	221	525.572	312.536	417
10007	149	495.352	355.856	417
10008	196	412.418	365.143	417
10009	117	184.167	365.833	417
10010	155	114.281	389.674	417
10011	178	585.084	390.348	417
10012	170	266.959	392.918	417
10013	164	213.000	65.500	418
10014	180	294.333	77.333	418
10015	250	487.904	90.248	418
10016	186	117.962	96.581	418
10017	211	403.585	104.746	418
10018	128	603.773	119.414	418
10019	207	569.983	169.853	418
10020	143	111.304	177.528	418
10021	189	533.616	184.987	418
10022	152	148.967	185.079	418
10023	197	304.348	201.840	418
10024	137	413.792	222.383	418
10025	156	613.045	255.583	418
10026	174	377.828	256.845	418
10027	146	318.000	269.966	418
10028	144	117.681	279.014	418
10029	181	163.986	293.798	418
10030	221	525.572	312.536	418
10031	149	495.352	355.856	418
10032	196	412.418	365.143	418
10033	117	184.167	365.833	418
10034	155	114.281	389.674	418
10035	178	585.084	390.348	418
10036	174	267.098	392.862	418
10037	164	213.000	65.500	419
10038	180	294.333	77.333	419
10039	250	487.904	90.248	419
10040	186	117.962	96.581	419
10041	211	403.585	104.746	419
10042	128	603.773	119.414	419
10043	207	569.983	169.853	419
10044	147	111.650	177.690	419
10045	189	533.616	184.987	419
10046	152	148.967	185.079	419
10047	197	304.348	201.840	419
10048	137	413.792	222.383	419
10049	156	613.045	255.583	419
10050	174	377.828	256.845	419
10051	146	318.000	269.966	419
10052	144	117.681	279.014	419
10053	181	163.986	293.798	419
10054	221	525.572	312.536	419
10055	149	495.352	355.856	419
10056	196	412.418	365.143	419
10057	117	184.167	365.833	419
10058	162	114.401	389.420	419
10059	178	585.084	390.348	419
10060	174	267.098	392.862	419
10061	164	213.000	65.500	420
10062	180	294.333	77.333	420
10063	246	487.878	90.122	420
10064	186	117.962	96.581	420
10065	211	403.585	104.746	420
10066	128	603.773	119.414	420
10067	207	569.983	169.853	420
10068	146	111.651	177.904	420
10069	189	533.616	184.987	420
10070	152	148.967	185.079	420
10071	197	304.348	201.840	420
10072	137	413.792	222.383	420
10073	156	613.045	255.583	420
10074	174	377.828	256.845	420
10075	146	318.000	269.966	420
10076	144	117.681	279.014	420
10077	181	163.986	293.798	420
10078	221	525.572	312.536	420
10079	149	495.352	355.856	420
10080	196	412.418	365.143	420
10081	117	184.167	365.833	420
10082	162	114.401	389.420	420
10083	178	585.084	390.348	420
10084	174	267.098	392.862	420
10085	159	212.877	65.330	421
10086	173	294.194	76.986	421
10087	236	487.572	90.903	421
10088	179	118.243	95.997	421
10089	159	404.940	105.940	421
10090	139	603.687	119.500	421
10091	229	568.111	168.216	421
10092	163	111.206	178.046	421
10093	137	149.106	185.245	421
10094	145	533.866	187.169	421
10095	180	304.428	201.050	421
10096	149	413.326	222.513	421
10097	181	377.599	256.732	421
10098	138	612.949	255.623	421
10099	133	318.124	270.455	421
10100	149	117.903	279.030	421
10101	178	164.096	293.854	421
10102	162	526.463	311.086	421
10103	136	495.824	356.000	421
10104	169	411.802	365.772	421
10105	122	184.320	366.000	421
10106	151	114.619	389.030	421
10107	187	584.709	390.703	421
10108	186	266.962	392.419	421
10109	145	213.134	65.831	422
10110	156	294.359	76.795	422
10111	200	486.815	91.835	422
10112	176	118.136	96.057	422
10113	154	404.922	105.734	422
10114	4	603.000	120.000	422
10115	229	568.111	168.216	422
10116	165	111.288	178.003	422
10117	137	149.106	185.245	422
10118	136	533.713	187.500	422
10119	176	304.551	201.108	422
10120	149	413.326	222.513	422
10121	181	377.599	256.732	422
10122	100	612.500	255.000	422
10123	109	317.702	269.500	422
10124	147	117.949	279.112	422
10125	174	164.236	293.793	422
10126	162	526.463	311.086	422
10127	131	495.668	355.851	422
10128	150	412.327	366.000	422
10129	112	184.000	366.000	422
10130	151	114.619	389.030	422
10131	170	584.082	390.959	422
10132	186	266.962	392.419	422
10133	145	213.134	65.831	423
10134	156	294.359	76.795	423
10135	200	486.815	91.835	423
10136	176	118.136	96.057	423
10137	154	404.922	105.734	423
10138	4	603.000	120.000	423
10139	229	568.111	168.216	423
10140	165	111.288	178.003	423
10141	137	149.106	185.245	423
10142	136	533.713	187.500	423
10143	176	304.551	201.108	423
10144	149	413.326	222.513	423
10145	181	377.599	256.732	423
10146	100	612.500	255.000	423
10147	109	317.702	269.500	423
10148	147	117.949	279.112	423
10149	174	164.236	293.793	423
10150	162	526.463	311.086	423
10151	131	495.668	355.851	423
10152	150	412.327	366.000	423
10153	112	184.000	366.000	423
10154	151	114.619	389.030	423
10155	170	584.082	390.959	423
10156	186	266.962	392.419	423
10157	145	213.134	65.831	424
10158	156	294.359	76.795	424
10159	200	486.815	91.835	424
10160	176	118.136	96.057	424
10161	154	404.922	105.734	424
10162	4	603.000	120.000	424
10163	229	568.111	168.216	424
10164	165	111.288	178.003	424
10165	137	149.106	185.245	424
10166	136	533.713	187.500	424
10167	176	304.551	201.108	424
10168	149	413.326	222.513	424
10169	181	377.599	256.732	424
10170	100	612.500	255.000	424
10171	109	317.702	269.500	424
10172	147	117.949	279.112	424
10173	174	164.236	293.793	424
10174	162	526.463	311.086	424
10175	131	495.668	355.851	424
10176	150	412.327	366.000	424
10177	112	184.000	366.000	424
10178	151	114.619	389.030	424
10179	170	584.082	390.959	424
10180	186	266.962	392.419	424
10181	159	212.877	65.330	425
10182	173	294.194	76.986	425
10183	236	487.572	90.903	425
10184	179	118.243	95.997	425
10185	159	404.940	105.940	425
10186	120	602.958	119.592	425
10187	229	568.111	168.216	425
10188	170	111.294	177.806	425
10189	137	149.106	185.245	425
10190	145	533.866	187.169	425
10191	180	304.428	201.050	425
